Probability,Account Name,Engagement Name,Created Date,Schedule Month,Region,Schedule Amount,Intacct Project ID,Project Code,Engagement Launch Date,Primary Partner,Fee,Engagement ID,Expense Budget,Engagement End Date,Office,Industry,_BATCH_ID_,_BATCH_LAST_RUN_
100%,SYPartners,2020 Brand Revenue (Products),2020-01-28,2020-01-01,East,18943.28,,,2019-01-01,,70372.51,0063Z00000iX9EN,,2020-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2020 Brand Revenue (Products),2020-01-28,2020-02-01,East,11509.06,,,2019-01-01,,70372.51,0063Z00000iX9EN,,2020-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2020 Brand Revenue (Products),2020-01-28,2020-03-01,East,3987.0,,,2019-01-01,,70372.51,0063Z00000iX9EN,,2020-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2020 Brand Revenue (Products),2020-01-28,2020-04-01,East,10267.29,,,2019-01-01,,70372.51,0063Z00000iX9EN,,2020-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2020 Brand Revenue (Products),2020-01-28,2020-05-01,East,1100.0,,,2019-01-01,,70372.51,0063Z00000iX9EN,,2020-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2020 Brand Revenue (Products),2020-01-28,2020-06-01,East,9627.0,,,2019-01-01,,70372.51,0063Z00000iX9EN,,2020-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2020 Brand Revenue (Products),2020-01-28,2020-07-01,East,3131.88,,,2019-01-01,,70372.51,0063Z00000iX9EN,,2020-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2020 Brand Revenue (Products),2020-01-28,2020-08-01,East,3325.0,,,2019-01-01,,70372.51,0063Z00000iX9EN,,2020-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2020 Brand Revenue (Products),2020-01-28,2020-09-01,East,2245.0,,,2019-01-01,,70372.51,0063Z00000iX9EN,,2020-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2020 Brand Revenue (Products),2020-01-28,2020-10-01,East,2311.0,,,2019-01-01,,70372.51,0063Z00000iX9EN,,2020-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2020 Brand Revenue (Products),2020-01-28,2020-11-01,East,1519.0,,,2019-01-01,,70372.51,0063Z00000iX9EN,,2020-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2020 Brand Revenue (Products),2020-01-28,2020-12-01,East,2407.0,,,2019-01-01,,70372.51,0063Z00000iX9EN,,2020-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2021 Brand Revenue (Products),2021-02-05,2021-01-01,East,639.0,SYP,SYP,2021-01-01,,50535.0,0063Z00000n2FZ7,,2021-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2021 Brand Revenue (Products),2021-02-05,2021-02-01,East,1875.0,SYP,SYP,2021-01-01,,50535.0,0063Z00000n2FZ7,,2021-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2021 Brand Revenue (Products),2021-02-05,2021-03-01,East,4381.0,SYP,SYP,2021-01-01,,50535.0,0063Z00000n2FZ7,,2021-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2021 Brand Revenue (Products),2021-02-05,2021-04-01,East,4073.0,SYP,SYP,2021-01-01,,50535.0,0063Z00000n2FZ7,,2021-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2021 Brand Revenue (Products),2021-02-05,2021-05-01,East,7500.0,SYP,SYP,2021-01-01,,50535.0,0063Z00000n2FZ7,,2021-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2021 Brand Revenue (Products),2021-02-05,2021-06-01,East,6795.0,SYP,SYP,2021-01-01,,50535.0,0063Z00000n2FZ7,,2021-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2021 Brand Revenue (Products),2021-02-05,2021-07-01,East,5407.0,SYP,SYP,2021-01-01,,50535.0,0063Z00000n2FZ7,,2021-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2021 Brand Revenue (Products),2021-02-05,2021-08-01,East,3637.0,SYP,SYP,2021-01-01,,50535.0,0063Z00000n2FZ7,,2021-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2021 Brand Revenue (Products),2021-02-05,2021-09-01,East,4275.0,SYP,SYP,2021-01-01,,50535.0,0063Z00000n2FZ7,,2021-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2021 Brand Revenue (Products),2021-02-05,2021-10-01,East,1933.0,SYP,SYP,2021-01-01,,50535.0,0063Z00000n2FZ7,,2021-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2021 Brand Revenue (Products),2021-02-05,2021-11-01,East,2999.0,SYP,SYP,2021-01-01,,50535.0,0063Z00000n2FZ7,,2021-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2021 Brand Revenue (Products),2021-02-05,2021-12-01,East,7021.0,SYP,SYP,2021-01-01,,50535.0,0063Z00000n2FZ7,,2021-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2022 Brand Revenue (Products),2021-08-16,2022-01-01,US,2340.0,SYP,SYP,2022-01-01,,72966.0,0063Z00000oikxp,,2022-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2022 Brand Revenue (Products),2021-08-16,2022-02-01,US,3572.0,SYP,SYP,2022-01-01,,72966.0,0063Z00000oikxp,,2022-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2022 Brand Revenue (Products),2021-08-16,2022-03-01,US,7495.0,SYP,SYP,2022-01-01,,72966.0,0063Z00000oikxp,,2022-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2022 Brand Revenue (Products),2021-08-16,2022-04-01,US,7270.0,SYP,SYP,2022-01-01,,72966.0,0063Z00000oikxp,,2022-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2022 Brand Revenue (Products),2021-08-16,2022-05-01,US,7026.0,SYP,SYP,2022-01-01,,72966.0,0063Z00000oikxp,,2022-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2022 Brand Revenue (Products),2021-08-16,2022-06-01,US,4370.0,SYP,SYP,2022-01-01,,72966.0,0063Z00000oikxp,,2022-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2022 Brand Revenue (Products),2021-08-16,2022-07-01,US,8730.0,SYP,SYP,2022-01-01,,72966.0,0063Z00000oikxp,,2022-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2022 Brand Revenue (Products),2021-08-16,2022-08-01,US,9515.0,SYP,SYP,2022-01-01,,72966.0,0063Z00000oikxp,,2022-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2022 Brand Revenue (Products),2021-08-16,2022-09-01,US,8665.0,SYP,SYP,2022-01-01,,72966.0,0063Z00000oikxp,,2022-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2022 Brand Revenue (Products),2021-08-16,2022-10-01,US,5166.0,SYP,SYP,2022-01-01,,72966.0,0063Z00000oikxp,,2022-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2022 Brand Revenue (Products),2021-08-16,2022-11-01,US,4743.0,SYP,SYP,2022-01-01,,72966.0,0063Z00000oikxp,,2022-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2022 Brand Revenue (Products),2021-08-16,2022-12-01,US,4074.0,SYP,SYP,2022-01-01,,72966.0,0063Z00000oikxp,,2022-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2023 Brand Revenue (Products),2022-11-01,2023-01-01,US,4632.0,SYP,SYP,2023-01-01,,111872.0,0063Z00000ww1VQ,,2023-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2023 Brand Revenue (Products),2022-11-01,2023-02-01,US,15098.0,SYP,SYP,2023-01-01,,111872.0,0063Z00000ww1VQ,,2023-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2023 Brand Revenue (Products),2022-11-01,2023-03-01,US,6908.0,SYP,SYP,2023-01-01,,111872.0,0063Z00000ww1VQ,,2023-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2023 Brand Revenue (Products),2022-11-01,2023-04-01,US,6295.0,SYP,SYP,2023-01-01,,111872.0,0063Z00000ww1VQ,,2023-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2023 Brand Revenue (Products),2022-11-01,2023-05-01,US,7037.0,SYP,SYP,2023-01-01,,111872.0,0063Z00000ww1VQ,,2023-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2023 Brand Revenue (Products),2022-11-01,2023-06-01,US,6416.0,SYP,SYP,2023-01-01,,111872.0,0063Z00000ww1VQ,,2023-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2023 Brand Revenue (Products),2022-11-01,2023-07-01,US,11226.0,SYP,SYP,2023-01-01,,111872.0,0063Z00000ww1VQ,,2023-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2023 Brand Revenue (Products),2022-11-01,2023-08-01,US,7485.0,SYP,SYP,2023-01-01,,111872.0,0063Z00000ww1VQ,,2023-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2023 Brand Revenue (Products),2022-11-01,2023-09-01,US,14564.0,SYP,SYP,2023-01-01,,111872.0,0063Z00000ww1VQ,,2023-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2023 Brand Revenue (Products),2022-11-01,2023-10-01,US,5649.0,SYP,SYP,2023-01-01,,111872.0,0063Z00000ww1VQ,,2023-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2023 Brand Revenue (Products),2022-11-01,2023-11-01,US,6177.0,SYP,SYP,2023-01-01,,111872.0,0063Z00000ww1VQ,,2023-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,SYPartners,2023 Brand Revenue (Products),2022-11-01,2023-12-01,US,20385.0,SYP,SYP,2023-01-01,,111872.0,0063Z00000ww1VQ,,2023-12-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,AARP,AARP - AARP Foundation Org Design,2023-04-19,2023-04-01,US,34684.0,AAR2302,AAR2302,2023-04-17,,245000.0,0063Z00000wmoOw,,2023-06-20,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - AARP Foundation Org Design,2023-04-19,2023-05-01,US,137404.0,AAR2302,AAR2302,2023-04-17,,245000.0,0063Z00000wmoOw,,2023-06-20,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - AARP Foundation Org Design,2023-04-19,2023-06-01,US,72912.0,AAR2302,AAR2302,2023-04-17,,245000.0,0063Z00000wmoOw,,2023-06-20,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - AARP Foundation Strategy,2022-09-27,2023-04-01,US,137164.0,AAR2301,AAR2301,2023-04-17,,891489.0,0063Z00000vsKpQ,,2023-07-14,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - AARP Foundation Strategy,2022-09-27,2023-05-01,US,344911.0,AAR2301,AAR2301,2023-04-17,,891489.0,0063Z00000vsKpQ,,2023-07-14,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - AARP Foundation Strategy,2022-09-27,2023-06-01,US,288046.0,AAR2301,AAR2301,2023-04-17,,891489.0,0063Z00000vsKpQ,,2023-07-14,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - AARP Foundation Strategy,2022-09-27,2023-07-01,US,121368.0,AAR2301,AAR2301,2023-04-17,,891489.0,0063Z00000vsKpQ,,2023-07-14,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Board Meeting: Sept 2022,2022-07-11,2022-09-01,US,95000.0,AAR2202,AAR2202,2022-09-01,,95000.0,0063Z00000uClQq,,2022-09-29,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Business Case for Healthy Longevity,2022-06-01,2022-08-01,US,230936.0,AAR2201,AAR2201,2022-08-01,,293604.0,0063Z00000u9hEU,,2022-09-09,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Business Case for Healthy Longevity,2022-06-01,2022-09-01,US,62668.0,AAR2201,AAR2201,2022-08-01,,293604.0,0063Z00000u9hEU,,2022-09-09,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - CEO transition / AARP value proposition,2025-01-18,2025-02-01,US,352448.0,,AAR2501-01,2025-02-03,,4950000.0,006WR00000I1nxJ,550000,2025-12-23,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - CEO transition / AARP value proposition,2025-01-18,2025-03-01,US,474438.0,,AAR2501-01,2025-02-03,,4950000.0,006WR00000I1nxJ,550000,2025-12-23,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - CEO transition / AARP value proposition,2025-01-18,2025-04-01,US,497030.0,,AAR2501-01,2025-02-03,,4950000.0,006WR00000I1nxJ,550000,2025-12-23,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - CEO transition / AARP value proposition,2025-01-18,2025-05-01,US,480097.0,,AAR2501-01,2025-02-03,,4950000.0,006WR00000I1nxJ,550000,2025-12-23,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - CEO transition / AARP value proposition,2025-01-18,2025-06-01,US,451846.0,,AAR2501-01,2025-02-03,,4950000.0,006WR00000I1nxJ,550000,2025-12-23,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - CEO transition / AARP value proposition,2025-01-18,2025-07-01,US,474438.0,,AAR2501-01,2025-02-03,,4950000.0,006WR00000I1nxJ,550000,2025-12-23,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - CEO transition / AARP value proposition,2025-01-18,2025-08-01,US,474438.0,,AAR2501-01,2025-02-03,,4950000.0,006WR00000I1nxJ,550000,2025-12-23,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - CEO transition / AARP value proposition,2025-01-18,2025-09-01,US,480097.0,,AAR2501-01,2025-02-03,,4950000.0,006WR00000I1nxJ,550000,2025-12-23,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - CEO transition / AARP value proposition,2025-01-18,2025-10-01,US,497030.0,,AAR2501-01,2025-02-03,,4950000.0,006WR00000I1nxJ,550000,2025-12-23,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - CEO transition / AARP value proposition,2025-01-18,2025-11-01,US,384069.0,,AAR2501-01,2025-02-03,,4950000.0,006WR00000I1nxJ,550000,2025-12-23,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - CEO transition / AARP value proposition,2025-01-18,2025-12-01,US,384069.0,,AAR2501-01,2025-02-03,,4950000.0,006WR00000I1nxJ,550000,2025-12-23,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Digital Transformation: Phase 0,2024-02-26,2024-03-01,US,126813.0,AAR2401,AAR2401,2024-03-18,,267718.0,006KZ000002tFYx,25000,2024-04-12,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Digital Transformation: Phase 0,2024-02-26,2024-04-01,US,140904.0,AAR2401,AAR2401,2024-03-18,,267718.0,006KZ000002tFYx,25000,2024-04-12,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Digital Transformation: Phase 0,2024-02-26,2024-05-01,US,1.0,AAR2401,AAR2401,2024-03-18,,267718.0,006KZ000002tFYx,25000,2024-04-12,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging: Extension,2020-06-22,2020-10-01,East,150000.0,AAR2001,AAR2001,2020-10-01,,300000.0,0063Z00000kI0el,,2020-11-30,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging: Extension,2020-06-22,2020-11-01,East,150000.0,AAR2001,AAR2001,2020-10-01,,300000.0,0063Z00000kI0el,,2020-11-30,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2020 Retainer,2019-11-22,2020-01-01,East,300000.0,AAR2001,AAR2001,2020-01-01,,1990000.0,0063Z00000hyoC5,,2020-12-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2020 Retainer,2019-11-22,2020-02-01,East,300000.0,AAR2001,AAR2001,2020-01-01,,1990000.0,0063Z00000hyoC5,,2020-12-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2020 Retainer,2019-11-22,2020-03-01,East,300000.0,AAR2001,AAR2001,2020-01-01,,1990000.0,0063Z00000hyoC5,,2020-12-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2020 Retainer,2019-11-22,2020-04-01,East,300000.0,AAR2001,AAR2001,2020-01-01,,1990000.0,0063Z00000hyoC5,,2020-12-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2020 Retainer,2019-11-22,2020-05-01,East,300000.0,AAR2001,AAR2001,2020-01-01,,1990000.0,0063Z00000hyoC5,,2020-12-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2020 Retainer,2019-11-22,2020-06-01,East,70000.0,AAR2001,AAR2001,2020-01-01,,1990000.0,0063Z00000hyoC5,,2020-12-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2020 Retainer,2019-11-22,2020-07-01,East,70000.0,AAR2001,AAR2001,2020-01-01,,1990000.0,0063Z00000hyoC5,,2020-12-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2020 Retainer,2019-11-22,2020-08-01,East,70000.0,AAR2001,AAR2001,2020-01-01,,1990000.0,0063Z00000hyoC5,,2020-12-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2020 Retainer,2019-11-22,2020-09-01,East,70000.0,AAR2001,AAR2001,2020-01-01,,1990000.0,0063Z00000hyoC5,,2020-12-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2020 Retainer,2019-11-22,2020-10-01,East,70000.0,AAR2001,AAR2001,2020-01-01,,1990000.0,0063Z00000hyoC5,,2020-12-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2020 Retainer,2019-11-22,2020-11-01,East,70000.0,AAR2001,AAR2001,2020-01-01,,1990000.0,0063Z00000hyoC5,,2020-12-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2020 Retainer,2019-11-22,2020-12-01,East,70000.0,AAR2001,AAR2001,2020-01-01,,1990000.0,0063Z00000hyoC5,,2020-12-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2021,2020-10-20,2021-01-01,East,300000.0,AAR2101,AAR2101,2021-01-04,,1450000.0,0063Z00000ltsIo,,2021-05-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2021,2020-10-20,2021-02-01,East,300000.0,AAR2101,AAR2101,2021-01-04,,1450000.0,0063Z00000ltsIo,,2021-05-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2021,2020-10-20,2021-03-01,East,300000.0,AAR2101,AAR2101,2021-01-04,,1450000.0,0063Z00000ltsIo,,2021-05-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2021,2020-10-20,2021-04-01,East,300000.0,AAR2101,AAR2101,2021-01-04,,1450000.0,0063Z00000ltsIo,,2021-05-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2021,2020-10-20,2021-05-01,East,125000.0,AAR2101,AAR2101,2021-01-04,,1450000.0,0063Z00000ltsIo,,2021-05-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2021,2020-10-20,2021-06-01,East,125000.0,AAR2101,AAR2101,2021-01-04,,1450000.0,0063Z00000ltsIo,,2021-05-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2021: May to September,2021-04-29,2021-05-01,East,114836.0,AAR2101,AAR2101,2021-05-03,,800000.0,0063Z00000o6knh,,2021-09-30,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2021: May to September,2021-04-29,2021-06-01,East,120578.0,AAR2101,AAR2101,2021-05-03,,800000.0,0063Z00000o6knh,,2021-09-30,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2021: May to September,2021-04-29,2021-07-01,East,237127.0,AAR2101,AAR2101,2021-05-03,,800000.0,0063Z00000o6knh,,2021-09-30,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2021: May to September,2021-04-29,2021-08-01,East,248418.0,AAR2101,AAR2101,2021-05-03,,800000.0,0063Z00000o6knh,,2021-09-30,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Disrupt Aging 2021: May to September,2021-04-29,2021-09-01,East,79041.0,AAR2101,AAR2101,2021-05-03,,800000.0,0063Z00000o6knh,,2021-09-30,,Not For Profit,109.0,2025-07-01 10:12:25
,AARP Foundation,AARP Foundation - PARENT - AARP Foundation - PARENT - Strategic Narrative and Comms,2025-06-16,2025-06-01,,0.0,,,,,0.0,006WR00000TGv01,,,,Not For Profit,109.0,2025-07-01 10:12:25
90%,AARP Foundation,AARP Foundation - Strategic Narrative and Comms,2025-05-16,2025-07-01,US,302158.0,,AAF2501-01,2025-07-07,,480000.0,006WR00000R36cR,20000,2025-08-22,,Not For Profit,109.0,2025-07-01 10:12:25
90%,AARP Foundation,AARP Foundation - Strategic Narrative and Comms,2025-05-16,2025-08-01,US,177842.0,,AAF2501-01,2025-07-07,,480000.0,006WR00000R36cR,20000,2025-08-22,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Healthy Longevity Experience,2023-10-11,2023-11-01,US,50137.0,AAR2304,AAR2304,2023-11-13,,100000.0,0063Z000012iEmy,,2023-12-15,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Healthy Longevity Experience,2023-10-11,2023-12-01,US,49863.0,AAR2304,AAR2304,2023-11-13,,100000.0,0063Z000012iEmy,,2023-12-15,,Not For Profit,109.0,2025-07-01 10:12:25
,AARP,AARP - PARENT - CEO transition / AARP value proposition,2025-01-18,2025-01-01,,0.0,,,,,0.0,006WR00000I1nxI,,,,Not For Profit,109.0,2025-07-01 10:12:25
,AARP,AARP - PARENT - Foundation Strategic Narrative and Comms,2025-05-16,2025-05-01,,0.0,,,,,0.0,006WR00000R36cQ,,,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Responsible Personalization,2023-05-08,2023-10-01,US,94592.0,AAR2303,AAR2303,2023-10-16,,698000.0,0063Z0000101AAf,,2024-01-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Responsible Personalization,2023-05-08,2023-11-01,US,279937.0,AAR2303,AAR2303,2023-10-16,,698000.0,0063Z0000101AAf,,2024-01-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Responsible Personalization,2023-05-08,2023-12-01,US,187144.0,AAR2303,AAR2303,2023-10-16,,698000.0,0063Z0000101AAf,,2024-01-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Responsible Personalization,2023-05-08,2024-01-01,US,136327.0,AAR2303,AAR2303,2023-10-16,,698000.0,0063Z0000101AAf,,2024-01-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Thought Leadership,2020-02-06,2020-02-01,East,40000.0,AAR2002,AAR2002,2020-02-03,,355000.0,0063Z00000iXolY,,2020-06-30,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Thought Leadership,2020-02-06,2020-03-01,East,40000.0,AAR2002,AAR2002,2020-02-03,,355000.0,0063Z00000iXolY,,2020-06-30,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Thought Leadership,2020-02-06,2020-04-01,East,40000.0,AAR2002,AAR2002,2020-02-03,,355000.0,0063Z00000iXolY,,2020-06-30,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Thought Leadership,2020-02-06,2020-05-01,East,175000.0,AAR2002,AAR2002,2020-02-03,,355000.0,0063Z00000iXolY,,2020-06-30,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Thought Leadership,2020-02-06,2020-06-01,East,40000.0,AAR2002,AAR2002,2020-02-03,,355000.0,0063Z00000iXolY,,2020-06-30,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Thought Leadership,2020-02-06,2020-07-01,East,20000.0,AAR2002,AAR2002,2020-02-03,,355000.0,0063Z00000iXolY,,2020-06-30,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Thought Leadership Change Order,2020-08-07,2020-09-01,East,30000.0,AAR2002,AAR2002,,,30000.0,0063Z00000l9hc2,,,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Thought Leadership Compendium,2020-05-20,2020-07-01,East,34821.0,AAR2003,AAR2003,2020-07-01,,235000.0,0063Z00000jtzhc,,2020-09-30,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Thought Leadership Compendium,2020-05-20,2020-08-01,East,0.0,AAR2003,AAR2003,2020-07-01,,235000.0,0063Z00000jtzhc,,2020-09-30,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Thought Leadership Compendium,2020-05-20,2020-10-01,East,166816.0,AAR2003,AAR2003,2020-07-01,,235000.0,0063Z00000jtzhc,,2020-09-30,,Not For Profit,109.0,2025-07-01 10:12:25
100%,AARP,AARP - Thought Leadership Compendium,2020-05-20,2020-11-01,East,33363.0,AAR2003,AAR2003,2020-07-01,,235000.0,0063Z00000jtzhc,,2020-09-30,,Not For Profit,109.0,2025-07-01 10:12:25
,Abu Dhabi Department of Culture and Tourism,Abu Dhabi Department of Culture and Tourism - PARENT - Strategy Leadership Gatherings,2025-02-03,2025-02-01,,0.0,,,,,0.0,006WR00000JDi59,,,,Government & Education,109.0,2025-07-01 10:12:25
0%,Abu Dhabi Early Childhood Authority,Abu Dhabi Early Childhood Authority - MoFam: Phase 3,2025-06-30,2025-07-01,Abu Dhabi,0.0,,,,,0.0,006WR00000UKNqP,,,,Government & Education,109.0,2025-07-01 10:12:25
