Probability,Account Name,Engagement Name,Created Date,Schedule Month,Region,Schedule Amount,Intacct Project ID,Project Code,Engagement Launch Date,Primary Partner,Fee,Engagement ID,Expense Budget,Engagement End Date,Office,Industry,_BATCH_ID_,_BATCH_LAST_RUN_
,KPMG,KPMG - PARENT - Codifying and Activating Culture,2025-05-27,2025-05-01,,0.0,,,,,0.0,006WR00000Rlkke,,,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
25%,King Salman Foundation,"KSF (KSA) - Leadership Story, Strategy & Communications Framework",2025-01-31,2025-09-01,KSA,118063.0,,KSF2501-01,2025-09-22,,1349300.0,006WR00000J4mzE,,2026-01-26,,Not For Profit,109.0,2025-07-01 10:12:25
25%,King Salman Foundation,"KSF (KSA) - Leadership Story, Strategy & Communications Framework",2025-01-31,2025-10-01,KSA,387924.0,,KSF2501-01,2025-09-22,,1349300.0,006WR00000J4mzE,,2026-01-26,,Not For Profit,109.0,2025-07-01 10:12:25
25%,King Salman Foundation,"KSF (KSA) - Leadership Story, Strategy & Communications Framework",2025-01-31,2025-11-01,KSA,337325.0,,KSF2501-01,2025-09-22,,1349300.0,006WR00000J4mzE,,2026-01-26,,Not For Profit,109.0,2025-07-01 10:12:25
25%,King Salman Foundation,"KSF (KSA) - Leadership Story, Strategy & Communications Framework",2025-01-31,2025-12-01,KSA,236128.0,,KSF2501-01,2025-09-22,,1349300.0,006WR00000J4mzE,,2026-01-26,,Not For Profit,109.0,2025-07-01 10:12:25
25%,King Salman Foundation,"KSF (KSA) - Leadership Story, Strategy & Communications Framework",2025-01-31,2026-01-01,KSA,269860.0,,KSF2501-01,2025-09-22,,1349300.0,006WR00000J4mzE,,2026-01-26,,Not For Profit,109.0,2025-07-01 10:12:25
100%,kyu Collective,kyu Collective - Apple Retail Experience: Interaction Vision & Strategy,2025-03-06,2025-03-01,US,148050.0,,KYU2404-04,2025-03-19,,425000.0,006WR00000Lew64,13750,2025-04-22,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,kyu Collective,kyu Collective - Apple Retail Experience: Interaction Vision & Strategy,2025-03-06,2025-04-01,US,263200.0,,KYU2404-04,2025-03-19,,425000.0,006WR00000Lew64,13750,2025-04-22,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,kyu Collective,kyu Collective - Apple Retail Experience: Interaction Vision & Strategy,2025-03-06,2025-05-01,US,13750.0,,KYU2404-04,2025-03-19,,425000.0,006WR00000Lew64,13750,2025-04-22,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,kyu Collective,kyu Collective - Apple Retail Experience: Phase 0,2024-02-21,2024-04-01,US,42167.0,KYU2404,KYU2404,2024-03-11,,100000.0,006KZ000002LcoW,,2024-04-24,San Francisco,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,kyu Collective,kyu Collective - Apple Retail Experience: Phase 0,2024-02-21,2024-04-01,US,57833.0,KYU2404,KYU2404,2024-03-11,,100000.0,006KZ000002LcoW,,2024-04-24,San Francisco,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,kyu Collective,kyu Collective - Apple Retail Experience: Phase 1 FY24,2024-05-13,2024-08-01,US,26752.0,KYU2406,KYU2406,2024-07-29,,494200.0,006WR000003Jy0T,49500,2024-11-08,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,kyu Collective,kyu Collective - Apple Retail Experience: Phase 1 FY24,2024-05-13,2024-08-01,US,239527.0,KYU2406,KYU2406,2024-07-29,,494200.0,006WR000003Jy0T,49500,2024-11-08,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,kyu Collective,kyu Collective - Apple Retail Experience: Phase 1 FY24,2024-05-13,2024-09-01,US,79661.0,KYU2406,KYU2406,2024-07-29,,494200.0,006WR000003Jy0T,49500,2024-11-08,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,kyu Collective,kyu Collective - Apple Retail Experience: Phase 1 FY24,2024-05-13,2024-11-01,US,148260.0,KYU2406,KYU2406,2024-07-29,,494200.0,006WR000003Jy0T,49500,2024-11-08,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,kyu Collective,kyu Collective - Apple Retail Experience: Storytelling Sprint,2024-11-13,2025-01-01,US,252864.0,,KYU2406,2024-11-11,,998150.0,006WR00000CnSAk,128360,2025-01-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,kyu Collective,kyu Collective - Apple Retail Experience: Storytelling Sprint,2024-11-13,2025-01-01,US,316081.0,,KYU2406,2024-11-11,,998150.0,006WR00000CnSAk,128360,2025-01-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,kyu Collective,kyu Collective - Apple Retail Experience: Storytelling Sprint,2024-11-13,2025-01-01,US,429205.0,,KYU2406,2024-11-11,,998150.0,006WR00000CnSAk,128360,2025-01-31,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
,kyu Collective,kyu Collective - PARENT - Apple Retail Experience,2024-11-13,2024-06-01,,0.0,,,,,0.0,006WR00000Cnb2j,,,,Consulting & Professional Services,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - 2025 Strategy Refresh Advisory,2024-12-11,2025-01-01,US,9562.0,,LDF2401-01,2024-12-09,,75000.0,006WR00000EyRtK,0,2025-03-07,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - 2025 Strategy Refresh Advisory,2024-12-11,2025-01-01,US,15141.0,,LDF2401-01,2024-12-09,,75000.0,006WR00000EyRtK,0,2025-03-07,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - 2025 Strategy Refresh Advisory,2024-12-11,2025-02-01,US,46313.0,,LDF2401-01,2024-12-09,,75000.0,006WR00000EyRtK,0,2025-03-07,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - 2025 Strategy Refresh Advisory,2024-12-11,2025-03-01,US,3984.0,,LDF2401-01,2024-12-09,,75000.0,006WR00000EyRtK,0,2025-03-07,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Advisory: July-October,2022-07-11,2022-07-01,US,13107.0,LDF2201,LDF2201,2022-07-25,,250000.0,0063Z00000uClH3,,2022-10-21,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Advisory: July-October,2022-07-11,2022-08-01,US,89293.0,LDF2201,LDF2201,2022-07-25,,250000.0,0063Z00000uClH3,,2022-10-21,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Advisory: July-October,2022-07-11,2022-10-01,US,61500.0,LDF2201,LDF2201,2022-07-25,,250000.0,0063Z00000uClH3,,2022-10-21,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Advisory: July-October,2022-07-11,2022-09-01,US,86100.0,LDF2201,LDF2201,2022-07-25,,250000.0,0063Z00000uClH3,,2022-10-21,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Coaching & Development Sessions,2021-06-10,2021-08-01,US,3685.0,LDF2102,LDF2102,2021-08-13,,45000.0,0063Z00000oyS15,,2022-02-18,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Coaching & Development Sessions,2021-06-10,2021-09-01,US,5952.0,LDF2102,LDF2102,2021-08-13,,45000.0,0063Z00000oyS15,,2022-02-18,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Coaching & Development Sessions,2021-06-10,2021-10-01,US,8068.0,LDF2102,LDF2102,2021-08-13,,45000.0,0063Z00000oyS15,,2022-02-18,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Coaching & Development Sessions,2021-06-10,2021-11-01,US,1375.0,LDF2102,LDF2102,2021-08-13,,45000.0,0063Z00000oyS15,,2022-02-18,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Coaching & Development Sessions,2021-06-10,2021-12-01,US,1374.0,LDF2102,LDF2102,2021-08-13,,45000.0,0063Z00000oyS15,,2022-02-18,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Coaching & Development Sessions,2021-06-10,2022-01-01,US,3536.0,LDF2102,LDF2102,2021-08-13,,45000.0,0063Z00000oyS15,,2022-02-18,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Coaching & Development Sessions,2021-06-10,2022-02-01,US,4479.0,LDF2102,LDF2102,2021-08-13,,45000.0,0063Z00000oyS15,,2022-02-18,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Coaching & Development Sessions,2021-06-10,2022-03-01,US,5421.0,LDF2102,LDF2102,2021-08-13,,45000.0,0063Z00000oyS15,,2022-02-18,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Coaching & Development Sessions,2021-06-10,2022-04-01,US,6160.0,LDF2102,LDF2102,2021-08-13,,45000.0,0063Z00000oyS15,,2022-02-18,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Coaching & Development Sessions,2021-06-10,2022-05-01,US,4950.0,LDF2102,LDF2102,2021-08-13,,45000.0,0063Z00000oyS15,,2022-02-18,,Not For Profit,109.0,2025-07-01 10:12:25
0%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Comms Alignment,2025-03-10,2025-05-01,US,0.0,,,,,0.0,006WR00000LvJcx,,,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Creating a Vision for the Future,2020-02-24,2021-03-01,US,363401.0,LDF2101,LDF2101,2021-02-01,,1748050.0,0063Z00000iZ6Hp,,2021-04-15,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Creating a Vision for the Future,2020-02-24,2021-04-01,US,480348.0,LDF2101,LDF2101,2021-02-01,,1748050.0,0063Z00000iZ6Hp,,2021-04-15,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Creating a Vision for the Future,2020-02-24,2021-05-01,US,133220.0,LDF2101,LDF2101,2021-02-01,,1748050.0,0063Z00000iZ6Hp,,2021-04-15,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Creating a Vision for the Future,2020-02-24,2021-06-01,US,211497.0,LDF2101,LDF2101,2021-02-01,,1748050.0,0063Z00000iZ6Hp,,2021-04-15,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Creating a Vision for the Future,2020-02-24,2021-07-01,US,180969.0,LDF2101,LDF2101,2021-02-01,,1748050.0,0063Z00000iZ6Hp,,2021-04-15,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Creating a Vision for the Future,2020-02-24,2021-08-01,US,162517.0,LDF2101,LDF2101,2021-02-01,,1748050.0,0063Z00000iZ6Hp,,2021-04-15,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Creating a Vision for the Future,2020-02-24,2021-09-01,US,168048.0,LDF2101,LDF2101,2021-02-01,,1748050.0,0063Z00000iZ6Hp,,2021-04-15,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Creating a Vision for the Future,2020-02-24,2022-01-01,US,48050.0,LDF2101,LDF2101,2021-02-01,,1748050.0,0063Z00000iZ6Hp,,2021-04-15,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Creating a Vision for the Future - Phase 2,2021-07-30,2021-10-01,US,168506.0,LDF2103,LDF2103,2021-10-13,,1615000.0,0063Z00000piAWJ,,2022-03-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Creating a Vision for the Future - Phase 2,2021-07-30,2021-11-01,US,222482.0,LDF2103,LDF2103,2021-10-13,,1615000.0,0063Z00000piAWJ,,2022-03-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Creating a Vision for the Future - Phase 2,2021-07-30,2021-12-01,US,160814.0,LDF2103,LDF2103,2021-10-13,,1615000.0,0063Z00000piAWJ,,2022-03-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Creating a Vision for the Future - Phase 2,2021-07-30,2022-01-01,US,420492.0,LDF2103,LDF2103,2021-10-13,,1615000.0,0063Z00000piAWJ,,2022-03-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Creating a Vision for the Future - Phase 2,2021-07-30,2022-02-01,US,342176.0,LDF2103,LDF2103,2021-10-13,,1615000.0,0063Z00000piAWJ,,2022-03-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Creating a Vision for the Future - Phase 2,2021-07-30,2022-03-01,US,300530.0,LDF2103,LDF2103,2021-10-13,,1615000.0,0063Z00000piAWJ,,2022-03-31,,Not For Profit,109.0,2025-07-01 10:12:25
100%,"NAACP Legal Defense & Educational, Fund, Inc.",LDF - Creating a Vision for the Future - Phase 2,2021-07-30,2022-04-01,US,0.0,LDF2103,LDF2103,2021-10-13,,1615000.0,0063Z00000piAWJ,,2022-03-31,,Not For Profit,109.0,2025-07-01 10:12:25
,Lending Club,Lending Club - PARENT - Lending Club - Transition,2025-05-02,2025-05-01,,0.0,,,,,0.0,006WR00000Q9bRC,,,,Financial Services & Investing,109.0,2025-07-01 10:12:25
0%,Lending Club,Lending Club - Transition,2025-05-02,2025-06-01,US,0.0,,,,,0.0,006WR00000Q9bRD,,,,Financial Services & Investing,109.0,2025-07-01 10:12:25
0%,"Lincoln Center for the Performing Arts, Inc.","Lincoln Center for the Performing Arts, Inc. - Audience Experience",2025-04-07,2025-05-01,US,0.0,,,,,0.0,006WR00000OETCR,,,,Media Entertainment & Gaming,109.0,2025-07-01 10:12:25
,"Lincoln Center for the Performing Arts, Inc.","Lincoln Center for the Performing Arts, Inc. - PARENT - Lincoln Center Audience Experience",2025-04-07,2025-04-01,,0.0,,,,,0.0,006WR00000OETCQ,,,,Media Entertainment & Gaming,109.0,2025-07-01 10:12:25
100%,Macy's Inc.,Macy's Inc. - Culture Change,2024-03-28,2024-05-01,US,115987.0,MAC2401,MAC2401,2024-05-22,,895070.0,006WR0000025W9R,81370,2024-08-16,,Retail,109.0,2025-07-01 10:12:25
100%,Macy's Inc.,Macy's Inc. - Culture Change,2024-03-28,2024-06-01,US,278157.0,MAC2401,MAC2401,2024-05-22,,895070.0,006WR0000025W9R,81370,2024-08-16,,Retail,109.0,2025-07-01 10:12:25
100%,Macy's Inc.,Macy's Inc. - Culture Change,2024-03-28,2024-07-01,US,318771.0,MAC2401,MAC2401,2024-05-22,,895070.0,006WR0000025W9R,81370,2024-08-16,,Retail,109.0,2025-07-01 10:12:25
100%,Macy's Inc.,Macy's Inc. - Culture Change,2024-03-28,2024-08-01,US,100785.0,MAC2401,MAC2401,2024-05-22,,895070.0,006WR0000025W9R,81370,2024-08-16,,Retail,109.0,2025-07-01 10:12:25
100%,Macy's Inc.,Macy's Inc. - Culture Change,2024-03-28,2024-08-01,US,81370.0,MAC2401,MAC2401,2024-05-22,,895070.0,006WR0000025W9R,81370,2024-08-16,,Retail,109.0,2025-07-01 10:12:25
100%,Macy's Inc.,Macy's Inc. - Culture Change: Purpose Work,2024-07-26,2024-07-01,US,7322.0,MAC2401,MAC2401,2024-07-31,,395000.0,006WR000005olyX,10000,2024-09-20,,Retail,109.0,2025-07-01 10:12:25
100%,Macy's Inc.,Macy's Inc. - Culture Change: Purpose Work,2024-07-26,2024-08-01,US,87859.0,MAC2401,MAC2401,2024-07-31,,395000.0,006WR000005olyX,10000,2024-09-20,,Retail,109.0,2025-07-01 10:12:25
100%,Macy's Inc.,Macy's Inc. - Culture Change: Purpose Work,2024-07-26,2024-09-01,US,299819.0,MAC2401,MAC2401,2024-07-31,,395000.0,006WR000005olyX,10000,2024-09-20,,Retail,109.0,2025-07-01 10:12:25
100%,Macy's Inc.,Macy's Inc. - Culture Change: VP+ Activation,2024-10-02,2024-10-01,US,425553.0,MAC2402,MAC2402,2024-10-07,,520000.0,006WR000009gp0x,15000,2024-11-15,,Retail,109.0,2025-07-01 10:12:25
100%,Macy's Inc.,Macy's Inc. - Culture Change: VP+ Activation,2024-10-02,2024-11-01,US,94447.0,MAC2402,MAC2402,2024-10-07,,520000.0,006WR000009gp0x,15000,2024-11-15,,Retail,109.0,2025-07-01 10:12:25
0%,Macy's Inc.,Macy's Inc. - Hospitality University,2025-04-29,2025-07-01,US,0.0,,,,,0.0,006WR00000Pql4V,,,,Retail,109.0,2025-07-01 10:12:25
,Macy's Inc.,Macy's Inc. - PARENT - Culture Change,2024-10-25,2024-10-01,,0.0,,,,,0.0,006WR00000BMmHO,,,,Retail,109.0,2025-07-01 10:12:25
,Macy's Inc.,Macy's Inc. - PARENT - Macy's - Hospitality University,2025-04-29,2025-04-01,,0.0,,,,,0.0,006WR00000Pql4U,,,,Retail,109.0,2025-07-01 10:12:25
,Madeira School,Madeira School - PARENT - Madeira School - Vision & Strategy,2025-06-13,2025-06-01,,0.0,,,,,0.0,006WR00000T6yjy,,,,Government & Education,109.0,2025-07-01 10:12:25
0%,Madeira School,Madeira School - Vision & Strategy,2025-06-13,2025-09-01,US,0.0,,,,,0.0,006WR00000T6yjz,,,,Government & Education,109.0,2025-07-01 10:12:25
0%,Make-A-Wish,Make-A-Wish - 2030 Vision,2025-04-03,2025-08-01,US,0.0,,,,,0.0,006WR00000NvydL,,,,Not For Profit,109.0,2025-07-01 10:12:25
100%,Make-A-Wish,Make-A-Wish - April Offsite & Advisory,2025-03-25,2025-04-01,US,44167.0,,MAW2501-01,2025-04-14,,50000.0,006WR00000N8Dm3,7500,2025-05-09,,Not For Profit,109.0,2025-07-01 10:12:25
100%,Make-A-Wish,Make-A-Wish - April Offsite & Advisory,2025-03-25,2025-05-01,US,5833.0,,MAW2501-01,2025-04-14,,50000.0,006WR00000N8Dm3,7500,2025-05-09,,Not For Profit,109.0,2025-07-01 10:12:25
,Make-A-Wish,Make-A-Wish - PARENT - 2023 Vision,2025-04-03,2025-04-01,,0.0,,,,,0.0,006WR00000NvydK,,,,Not For Profit,109.0,2025-07-01 10:12:25
,Make-A-Wish,Make-A-Wish - PARENT - April Offsite & Advisory,2025-03-25,2025-03-01,,0.0,,,,,0.0,006WR00000N8Dm2,,,,Not For Profit,109.0,2025-07-01 10:12:25
100%,Mars Inc,"Mars Inc - Acquisition Integrations: Phase 1, Milestones 1, 2 & 3",2023-10-04,2023-10-01,US,83236.0,MAR2302,MAR2302,2023-10-23,,620000.0,0063Z000012hhy7,62000,2024-02-02,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,"Mars Inc - Acquisition Integrations: Phase 1, Milestones 1, 2 & 3",2023-10-04,2023-11-01,US,220735.0,MAR2302,MAR2302,2023-10-23,,620000.0,0063Z000012hhy7,62000,2024-02-02,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,"Mars Inc - Acquisition Integrations: Phase 1, Milestones 1, 2 & 3",2023-10-04,2023-12-01,US,151029.0,MAR2302,MAR2302,2023-10-23,,620000.0,0063Z000012hhy7,62000,2024-02-02,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,"Mars Inc - Acquisition Integrations: Phase 1, Milestones 1, 2 & 3",2023-10-04,2024-01-01,US,150000.0,MAR2302,MAR2302,2023-10-23,,620000.0,0063Z000012hhy7,62000,2024-02-02,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,"Mars Inc - Acquisition Integrations: Phase 1, Milestones 1, 2 & 3",2023-10-04,2024-02-01,US,15000.0,MAR2302,MAR2302,2023-10-23,,620000.0,0063Z000012hhy7,62000,2024-02-02,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,"Mars Inc - Acquisition Integrations: Phase 2, Milestone 1",2023-10-23,2024-01-01,US,134623.0,MAR2402,MAR2402,2024-01-03,,232000.0,0063Z000012j3Kg,23200,2024-02-09,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,"Mars Inc - Acquisition Integrations: Phase 2, Milestone 1",2023-10-23,2024-02-01,US,97377.0,MAR2402,MAR2402,2024-01-03,,232000.0,0063Z000012j3Kg,23200,2024-02-09,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,"Mars Inc - Acquisition Integrations: Phase 2, Milestone 1",2023-10-23,2024-03-01,US,0.0,MAR2402,MAR2402,2024-01-03,,232000.0,0063Z000012j3Kg,23200,2024-02-09,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,Mars Inc - Enterprise People Strategy & Culture: Bridge Scope,2023-03-17,2023-06-01,US,118056.0,MAR2301,MAR2301,2023-06-26,,520000.0,0063Z00000zuLOD,,2023-07-21,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,Mars Inc - Enterprise People Strategy & Culture: Bridge Scope,2023-03-17,2023-07-01,US,401944.0,MAR2301,MAR2301,2023-06-26,,520000.0,0063Z00000zuLOD,,2023-07-21,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,"Mars Inc - Enterprise People Strategy & Culture: Phase 3, Milestones 1-3",2023-12-18,2024-03-01,US,926346.0,MAR2403,MAR2403,2024-02-12,,4950000.0,006KZ000002ISTP,495000,2024-07-26,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,"Mars Inc - Enterprise People Strategy & Culture: Phase 3, Milestones 1-3",2023-12-18,2024-04-01,US,1019621.0,MAR2403,MAR2403,2024-02-12,,4950000.0,006KZ000002ISTP,495000,2024-07-26,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,"Mars Inc - Enterprise People Strategy & Culture: Phase 3, Milestones 1-3",2023-12-18,2024-05-01,US,881765.0,MAR2403,MAR2403,2024-02-12,,4950000.0,006KZ000002ISTP,495000,2024-07-26,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,"Mars Inc - Enterprise People Strategy & Culture: Phase 3, Milestones 1-3",2023-12-18,2024-06-01,US,880664.0,MAR2403,MAR2403,2024-02-12,,4950000.0,006KZ000002ISTP,495000,2024-07-26,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,"Mars Inc - Enterprise People Strategy & Culture: Phase 3, Milestones 1-3",2023-12-18,2024-02-01,US,407663.0,MAR2403,MAR2403,2024-02-12,,4950000.0,006KZ000002ISTP,495000,2024-07-26,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,"Mars Inc - Enterprise People Strategy & Culture: Phase 3, Milestones 1-3",2023-12-18,2024-07-01,US,833941.0,MAR2403,MAR2403,2024-02-12,,4950000.0,006KZ000002ISTP,495000,2024-07-26,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,Mars Inc - Enterprise People Strategy & Culture: Phase 3 Bridge,2023-09-20,2024-01-01,US,776826.0,MAR2401,MAR2401,2024-01-03,,990000.0,0063Z000012gbuV,99000,2024-02-09,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,Mars Inc - Enterprise People Strategy & Culture: Phase 3 Bridge,2023-09-20,2024-02-01,US,213174.0,MAR2401,MAR2401,2024-01-03,,990000.0,0063Z000012gbuV,99000,2024-02-09,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,Mars Inc - Enterprise People Strategy & Culture: Phase 3 Bridge,2023-09-20,2024-03-01,US,0.0,MAR2401,MAR2401,2024-01-03,,990000.0,0063Z000012gbuV,99000,2024-02-09,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,Mars Inc - Enterprise People Strategy & Culture: Phases 1 & 2,2023-06-23,2023-07-01,US,218694.0,MAR2301,MAR2301,2023-07-24,,3680000.0,0063Z0000111eOu,,2023-12-12,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,Mars Inc - Enterprise People Strategy & Culture: Phases 1 & 2,2023-06-23,2023-08-01,US,847324.0,MAR2301,MAR2301,2023-07-24,,3680000.0,0063Z0000111eOu,,2023-12-12,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,Mars Inc - Enterprise People Strategy & Culture: Phases 1 & 2,2023-06-23,2023-09-01,US,788243.0,MAR2301,MAR2301,2023-07-24,,3680000.0,0063Z0000111eOu,,2023-12-12,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,Mars Inc - Enterprise People Strategy & Culture: Phases 1 & 2,2023-06-23,2023-10-01,US,804575.0,MAR2301,MAR2301,2023-07-24,,3680000.0,0063Z0000111eOu,,2023-12-12,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,Mars Inc - Enterprise People Strategy & Culture: Phases 1 & 2,2023-06-23,2023-11-01,US,714641.0,MAR2301,MAR2301,2023-07-24,,3680000.0,0063Z0000111eOu,,2023-12-12,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,Mars Inc,Mars Inc - Enterprise People Strategy & Culture: Phases 1 & 2,2023-06-23,2023-12-01,US,306523.0,MAR2301,MAR2301,2023-07-24,,3680000.0,0063Z0000111eOu,,2023-12-12,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,McDonald's,McDonald's - Vision for Global Impact,2021-08-16,2021-10-01,East,153656.0,MCD2101,MCD2101,2021-10-14,,298000.0,0063Z00000oikif,,2021-11-10,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,McDonald's,McDonald's - Vision for Global Impact,2021-08-16,2021-11-01,East,144344.0,MCD2101,MCD2101,2021-10-14,,298000.0,0063Z00000oikif,,2021-11-10,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,McDonald's,McDonald's - Vision for Global Impact: Phase 2,2021-10-22,2021-11-01,East,71591.0,MCD2102,MCD2102,2021-11-15,,175000.0,0063Z00000qYxnw,,2021-12-17,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,McDonald's,McDonald's - Vision for Global Impact: Phase 2,2021-10-22,2021-12-01,East,103409.0,MCD2102,MCD2102,2021-11-15,,175000.0,0063Z00000qYxnw,,2021-12-17,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,McDonald's,McDonald's - Vision for Global Impact: Phase 3,2021-12-10,2022-01-01,US,350187.0,MCD2201,MCD2201,2022-01-03,,1250000.0,0063Z00000rAAL8,,2022-03-31,,Food & Beverage,109.0,2025-07-01 10:12:25
100%,McDonald's,McDonald's - Vision for Global Impact: Phase 3,2021-12-10,2022-02-01,US,463226.0,MCD2201,MCD2201,2022-01-03,,1250000.0,0063Z00000rAAL8,,2022-03-31,,Food & Beverage,109.0,2025-07-01 10:12:25
